    "NewGame"    新游戏
    "GhostLeviathanJuvenile"    幽灵利维坦少年体
    "SwapItems"    切换
    "DecoyLauncher"    诱饵发射器
    "CyclopsUpgradesLabel"    升级
    "CyclopsUpgradesHealthLabel"    耐久
    "CyclopsUpgradesEnergyLabel"    能量
    "Sign_Cyclops_Lower_Deck_01"    下层
    "Sign_Cyclops_Lower_Deck_02"    下层
    "Sign_Cyclops_Diving_Chamber"    潜水室
    "Sign_Cyclops_Launch_Bay"    发射舱
    "NewSignalNotification"    信号位置已上传至
    "DrillableAluminumOxide"    氧化铝晶体矿
    "DrillableCopper"    铜矿
    "DrillableDiamond"    钻石矿
    "DrillableGold"    金矿
    "DrillableKyanite"    蓝晶石矿
    "DrillableLead"    铅矿
    "DrillableLithium"    锂矿
    "DrillableMagnetite"    磁铁矿
    "DrillableNickel"    镍矿石
    "DrillableQuartz"    石英
    "DrillableSalt"    盐块
    "DrillableSilver"    银矿石
    "DrillableSulphur"    结晶硫
    "DrillableTitanium"    钛矿
    "DrillableUranium"    铀矿
    "NoPower"    供能中断
    "ThermalPlantCelsius"    °
    "ThermometerFormat"    °
    "CameraDroneTitle"    摄像头
    "CameraDroneDistance"    距离
    "PreflightCheck_TimeCapsule"    时间胶囊
    "UseTimeCapsule"    启用时间胶囊
    "ActivateSystem_LifeSupport"    激活生命保障系统
    "ActivateSystem_CPU"    启动中央处理器
    "EncyPath_TimeCapsules"    时间胶囊
    "Rocket_ReadyForLaunch"    逃逸火箭所有系统准备就绪，随时可以发射
    "RadioSunbeamCancel"    致极光号的幸存者们，这是贸易船阳光号。我们追踪到了你们的求救信号，但是你们飞船在轨道上留下了一块巨大的碎片，我们无法尝试着陆。所以我们可能要离开了。但是我们会把数据尽快传回阿尔特拉总部。请耐心等待救援。阳光号，完毕。
    "Ency_LargeFloater"    远古漂浮者
    "EncyDesc_LargeFloater"    生物数据表明，这一庞大的生物和地质系统形成了天然的共生关系。链接大陆和海洋，获取生长所需阳光和养分。弗兰德植物为其提供消耗的浮力功率。几千年的积淀才能生成如此庞大的泰坦漂浮者。有时，漂浮者会附着在一些巨型生物的身体上，利用强大的浮力使其离开水面窒息而死，巨型尸体可以为其食用很久，结束后，漂浮者会回到海洋，进行如此循环。评估：简直是一种超出人类想象的生物
    "Databox"    黑匣子
    "AllSystemsGo"    未知
    "Ency_BigCoralTubes"    巨型珊瑚管
    "EncyDesc_BigCoralTubes"    星球上珊瑚的密集分布似乎是解决整个星球水分和营养物质流动运输的方式。这些特定变种珊瑚将水吸入管中，过其中的滤营养物质。他们的大小表明他们这种做法很合理。评估：珊瑚管样品富含钙，可在漂白剂制造中使用
    "Ency_CoralShellPlate"    珊瑚板
    "EncyDesc_CoralShellPlate"    这种变异的珊瑚已经适应了在接近其他珊瑚的环境中生存，从水中过滤营养物质，通过生长在基部的孢子状物质来分享它们。评估没有发现实际应用
    "Ency_EarthenCoralTubes"    亚种珊瑚管
    "EncyDesc_EarthenCoralTubes"    遗传相似性度分析表明，在星球万年前，巨型珊瑚管发生基因突变，导致亚种的钙含量大大降低。评估：没有实际的应用价值
    "Ency_FloatingStones"    水雷
    "EncyDesc_FloatingStones"    这种特别的植物仅在水雷区遇到。它们由硕大的球形充气膜组成，通过其根系固定在海底。在这种深度，这种结构不太可能是为了获取阳光，而是增加该植物孢子的传播能力。一旦荚果达到足够的高度，它们会爆裂，释放孢子，随着水流分散开并播种到地面。
    "Ency_BlueAmoeba"    变形虫
    "EncyDesc_BlueAmoeba"    一种简单，无意识的生物体，附着在具有高化石化的有机物质的土地上。持续生长，直到它达到成熟，进行分裂繁殖出两个新的，基因上相同的后代，并且循环继续。
    "Ency_RedTipRockThings"    血岩
    "EncyDesc_RedTipRockThings"    这种珊瑚物种与中遇到的任何其他物种不同，它生长所需养分主要依赖于岩浆流而不是水流。当熔岩从星球的核心升起并在通风口喷发时，这种珊瑚形成在通风口周围，直到最后它围绕整个通风口。熔岩通过珊瑚漏斗，使其能够吸收矿物质并加热。
    "Ency_BlueTipLostRiverPlant"    蟹爪藻
    "EncyDesc_BlueTipLostRiverPlant"    一种蓝色的海藻类物种，常见生长于海洋中的酸性盐水池中。这种酸性液体对绝大部分动植物都是有害的，然而蟹爪藻的根系经过了特殊的进化，不但可以耐受这种严酷的环境可以承受環境，还进化出了灵敏的蓝色结瘤在附近环境中吸收养分。
    "Ency_BlueLostRiverLilly"    海百合
    "EncyDesc_BlueLostRiverLilly"    这些百合般的植物经过进化，可以利用海底附近酸性盐水池的密度，在水面上漂浮。以卷须状的根系向下延伸，从液体中分离得到盐和矿物质。
    "OvereatingWarning"    警告：缺乏饮食结构多样性会影响你的健康状况。
    "Goal_SecondarySystems"    逃生舱备用系统上线。正在进行全面的环境诊断并将结果输出到数据库。
    "Ency_BlueprintCorruption"    警告：蓝图数据库已损坏
    "EncyDesc_BlueprintCorruption"    电脑的硬盘损坏，导致损失了大约％的蓝图档案。可以通过使用扫描仪扫描蓝图科技碎片或从载具数据库下载来重新获取蓝图。提示：蓝图数据很可能在极光号的残骸中被发现。
    "Ency_SecondarySystems"    星球环境扫描
    "EncyDesc_SecondarySystems"    类海洋星球氧氮大气层广泛的生物多样性安全警告：可以抵御利维坦等级掠食者受高含量外来细菌污染的水不在营救区域内，获救机率不高不建议在没有安全防护及基本设备下探索这个环境。
    "GenericJeweledDisk"    宝石珊瑚
    "FloatingStone"    水雷
    "BlueAmoeba"    变形虫
    "RedTipRockThings"    血岩
    "BlueTipLostRiverPlant"    蟹爪藻
    "BlueLostRiverLilly"    海百合
    "Tooltip_GenericJeweledDisk"    外星植物样本
    "Signal_DegasiJellyBase"    已知德加斯号船员基地
    "Signal_DegasiGrandReefBase"    已知德加斯号船员基地
    "Goal_BiomeBloodKelp2"    近距离扫描显示，区域下方的岩层中存在复杂的洞穴系统。
    "Goal_BiomeVoid"    警告：正在进入高危生态区，正在上传已采集信息至数据库。
    "Ency_Aurora_BreachScan"    损坏的驱动核心
    "EncyDesc_Aurora_BreachScan"    极光号的高放射性驱动核心正常时候被护盾保护，在发生坠毁后，护盾被破坏产生多处缺口，因而持续地向周围的环境泄漏辐射，直到被修复为止。此后，环境中的辐射会随着时间的推移而消散。要完成这项工作需要配备防辐射服，以及一把完全充能的焊接枪。
    "Ency_Void"    无人区
    "EncyDesc_Void"    地质扫描显示当前区域各个方向都发生了剧烈的塌方。这一数据与极光号坠毁于火山口边缘的猜想是一致的。自上一次爆发以来，环形火山口维持了几千年的平静，同时，火山喷发运送至地表的丰富营养物质造就了环形山内部繁复的生态系统。火山环形山周围只有微生物和幽灵利维坦两种生物可以存活，完全不建议探索。
    "Ency_GiantKooshBush"    巨型库什
    "EncyDesc_GiantKooshBush"    这种巨大的植物（或者是菌类？）已经有几个世纪的历史了。当它在一片区域生长发展一段时间后，会形成复杂的根系在地表以下连接它与其他的库什。复杂网状的营养流动体系表明，巨大的库什已经融入了生态环境，使这里的生态保持稳定。
    "DrillResource"    可开采
    "Ency_Precursor_LostRiverBase_StructuralDamage"    外星设施建筑损坏
    "EncyDesc_Precursor_LostRiverBase_StructuralDamage"    考虑到这种外星建筑材料的物理强度很可能这个设施是由于物理结构损坏而不是随着时间推移遭受侵蚀使它坍塌至海底。
    "Ency_Precursor_LostRiverBase_BrokenAnchor"    损坏的锚索
    "EncyDesc_Precursor_LostRiverBase_BrokenAnchor"    这些厚电缆似乎是为了把附近的设施锚定在周围的洞壁上。一些电缆的损坏导致设备倒塌。计算表明这种损害需要超过吨的外部撞击力。
    "Ency_Precursor_LostRiverBase_Rays"    星球上的鳐类生物
    "EncyDesc_Precursor_LostRiverBase_Rays"    产自星球的各种不同的鳐类，每一种都是因为不同的生活环境。这些标本和现在星球上遇到的基因相似度为，说明在过去的几千年里，鳐类几乎没有发生什么演化。阿尔法鳐会在深海进行进化，并迅速地融入当地的食物链。外形很像幽灵，有半透明的皮肤，可以作为伪装，从而更好地捕食和逃跑。这些鳐类已经放弃了对食草类动物的捕食，凭借有毒的肉质作为自我保护的机制。
    "Ency_Precursor_LostRiverBase_Bones"    胸腔样本
    "EncyDesc_Precursor_LostRiverBase_Bones"    在外星研究设施内的这个展柜中，包含了一组从本地生物身上采集的胸腔样本。虽然到目前为止，这些骨骼中的一些骨骼与星球上遇到的生物很像，但大多数都不能完美匹配，这表明要么是有些生物至今没有被发现，要么它们已经灭绝了。
    "Ency_Precursor_LostRiverBase_ProductionLine"    生产线
    "EncyDesc_Precursor_LostRiverBase_ProductionLine"    生物机械零件阵列，悬挂在传送系统上有其完整的结构。这条生产线的设置表明这些传系统是成立的，由设计该设施的外星人维护和部署。
    "Ency_Precursor_LostRiverBase_WarperParts"    裂空者零件
    "EncyDesc_Precursor_LostRiverBase_WarperParts"    展箱里的有机物部分包含了几十种不同生物的，但都是来自于外部世界，有机体和高科技的完美结合造就了裂空者这种强力且危险的生物。
    "Precursor_LavaCastle_Log4"    外星主设施位置更新，此处的东南偏南，在火山区与这个洞穴系统相连。
    "Precursor_LavaCastle_Log3"    正在从外星数据提取离子动力电池蓝图。蓝图已存储至数据库。
    "Precursor_Prison_ExteriorLog1"    这个地区的外星人研究设施比星球上其他任何地方的都要大。请小心接近。
    "Precursor_Prison_Antechamber_Log1"    这个房间似乎是一个生物档案馆，保存着种以上不同生长阶段的该星球本地生物的样本。
    "PrecursorPrisonIonGenerator"    离子晶体生成器
    "Ency_PrecursorPrisonIonGenerator"    离子晶体生成器
    "EncyDesc_PrecursorPrisonIonGenerator"    这种装置似乎是那些原始矿物的来源，这些矿物构成了离子立方体的基础，从而为较小的外星基地提供动力。可能从主要火力发电厂汲取电力，本装置几乎可以看做一个取之不尽的能源。
    "EncyPath_Welcome\/StartGear"    额外技术
    "EncyPath_Lifeforms\/Flora\/Land"    陆地
    "EncyPath_Lifeforms\/Flora\/Sea"    海洋
    "EncyPath_Lifeforms\/Flora\/Exploitable"    可开发的
    "EncyPath_DownloadedData\/Precursor\/Terminal"    终端数据
    "EncyPath_DownloadedData\/Precursor\/Scan"    扫描数据
    "EncyPath_DownloadedData\/Precursor\/Artifacts"    文物
    "Ency_Scanner"    扫描仪
    "EncyDesc_Scanner"    基本的科学、生存工具。扫描仪在指定的方向发射电磁辐射，由环境反射，然后分析确定目标对象的物理结构。它有四个主要功能。技术分析记录扫描物品的物理参数，将它们的蓝图添加到数据库。这些蓝图可以在适当的工作台上建造。扫描仪还可以将损坏的和无用的设备分解，以便回收之用。生物分析扫描仪会试图将扫描的有机体与现有数据库匹配。如果没有找到匹配的数据，则按照一定规则将这个新物种命名，并创建一个新的条目。你的人工智能也将分析所有可能的行为倾向和进化起源的理论，并对它们进行最合理的评估。医学分析扫描任何生物体也会在扫描仪的上显示有关他们健康状况的基本信息。如果没有网络数据库，这些信息将是有限的。自扫描用户可以通过自我扫描来确定自己的身体健康状况。扫描仪将搜索外星细菌和其他健康状况的迹象，并与现有数据进行比较，以提供诊断。手持光谱扫描仪——了解世界，就这么简单。
    "Ency_SolarPanel"    太阳能电池
    "EncyDesc_SolarPanel"    太阳能是银河系中最普遍的能源，因此，标准的太阳能电池板是为栖息地提供能量的默认手段。电源是全环境氧气发生器和其他机载模块的基础。为小型哨站和栖息地提供有限的电力可安装于或靠近于栖息地，或放置于能源延伸器附近功率与阳光照射率有关
    "Ency_Fabricator"    工作台
    "EncyDesc_Fabricator"    工作台拥有在原子层面重新安排物质结构的能力。它是人类文明发展的催化剂，是现代世界的支柱。工作台有各种各样的形状和大小，但最常见的是小到可以安装在墙上，从建造日常用具到烹饪晚餐，都可以使用。对于家庭来说，在手边保存一堆通用的基本材料是很常见的。
    "Ency_Aquarium"    水族馆
    "EncyDesc_Aquarium"    这个水族馆被设计用来容纳和维持个小型水生生物，并适合在一个常规的多用途房间里。水生生物占所有已知物种的，使得水族馆成为许多勘探活动中常用的工具。它也经常被用来饲养牲畜供以后食用，或者为研究提供标本。一个自动化的环境调节系统意味着没有必要为你的养殖物提供食物或照顾。由于它的大小限制，常规水族馆不能用于育种研究，饲养在其中的生物不会进行交配。可以通过建造完整大小的外星水族馆来完成育种研究。
    "Ency_MVB"    载具舱
    "EncyDesc_MVB"    载具舱是配备有无人制造机的可部署站，功能为将原材料建造成小型载具。这是所有科学及殖民化行动中常用工具。
    "Ency_Airpumps"    空气泵
    "EncyDesc_Airpumps"    空气泵可用于将可呼吸的空气输送到一个偏远的地方。基地式气泵可以在合适的栖息地建造，并直接从栖息地的氧气发生器中获取氧气浮动气泵必须接触可呼吸的空气，并漂浮在水面上泵必须连接到管道链上才能运行
    "Ency_BulkheadDoor"    隔离舱门
    "EncyDesc_BulkheadDoor"    隔离舱门被设计成分开的隔间，同时加强结构的完整性和坚固的钛框架。门可以打开和关闭，以密封在火灾或洪水事件中的隔间，或者仅仅是为了隐私。
    "Ency_RepulsionCannon"    推进炮
    "EncyDesc_RepulsionCannon"    推进炮是以冲击炮进行修改，增强了推进效果，代价是牺牲了射程。它可使用高级工作台进行制造，通常用于自卫，几乎不致命。
    "Ency_VMS"    载具升级控制台
    "EncyDesc_VMS"    该终端用于载具定制不同的命名和配色方案以及升级模块。必须安装在月池模块升级可以在对应的工作台上完成升级包括提升防御能力，扫描设备和存储空间等
    "NeedExoToMine"    需要特殊设备来收集这些资源
    "SignalDistanceFormatWithDescription"    啛
    "PingLifepod"    逃生舱
    "PingSeamoth"    海蛾号
    "PingCyclops"    独眼巨人号
    "PingExosuit"    海虾动力盔甲
    "PingRocket"    海王星号
    "PingBeacon"    信标
    "PingSignal"    信号
    "PingMapRoomCamera"    摄像无人机
    "RadioSunbeam1"    这里是艾弗里奎恩，来自阳光号贸易船。极光号，你收到吗？完毕。还是什么都没有。这些阿尔特拉船。发动机的润滑油用完了，他们发出求救信号；你主动提供帮助，他们没有回复。极光号，我在系统的另一边，需要一个多星期到达你的位置，你还需要我们的帮助吗完毕。我明天会再次尝试的。同时看看远程扫描的结果。该死的宪章要我们浪费我们的利润率为阿尔特拉跑腿。
    "RadioSunbeamStart"    废弃
    "Tooltip_Shocker"    带电的捕食者。
    "Tooltip_BoneShark"    铁甲覆盖的危险生物。
    "Tooltip_Crabsnake"    侵略性很强的鳗类生物。
    "Tooltip_CrabSquid"    结构复杂的深海捕食动物。
    "Tooltip_Crash"    会爆炸的奇怪鱼类。
    "Tooltip_Gasopod"    草食动物，密度很小，很温顺。
    "Tooltip_Jellyray"    温顺的深海鳐类。
    "Tooltip_Mesmer"    体型小，但是很危险。
    "Tooltip_RabbitRay"    浅海鳐类。
    "Tooltip_Reefback"    大型草食类动物，自我提供完整的生态系统。
    "Tooltip_Sandshark"    隐秘的捕食者。
    "Tooltip_Jumper"    普通的食腐动物。
    "Tooltip_Stalker"    以金属为食，外形像鲨鱼。
    "Goal_JellyCaveEntrance"    局部扫描显示附近的一个洞穴入口，深度米，发现一个未知环境的生物群落。
    "Goal_LostRiverEntrance"    局部扫描发现开放的生态系统，并发现大片的化石骸骨群。
    "Ency_DataCoil"    极光号数据盘
    "EncyDesc_DataCoil"    未知
    "Ency_PrisonOutposts"    声波威慑
    "EncyDesc_PrisonOutposts"    这些小型外星机械持续发射高频声波，似乎在阻止其他生物接近主体设施。
    "Ency_AluminiumOxide"    红宝石
    "EncyDesc_AluminiumOxide"    一种坚硬，血红色的宝石，由氧化铝制成。可将红宝石加工，用于改造先进的载具结构和加强结构完整性。评估：先进载具修改的基础
    "Ency_Mercury"    汞矿石
    "EncyDesc_Mercury"    一种常见的低价值的朱砂矿石，可以加工成液态汞。有一系列应用，包括用于温度测量。评估：独眼巨人号灭火必需品
    "Ency_Magnetite"    磁铁矿
    "EncyDesc_Magnetite"    啛
    "Ency_Nickel"    镍矿
    "EncyDesc_Nickel"    镍为广泛用于生产高强度金属合金的中硬质金属。它广泛应用于建筑行业。评估：可用于先进载具模改
    "Ency_Uraninite"    铀矿
    "EncyDesc_Uraninite"    铀矿是天然生成的氧化铀。具有高度放射性和不稳定性，其主要用途是生产用于核发电机的铀反应堆棒。评估：广泛应用于核能技术
    "Ency_Sulphur"    结晶硫
    "EncyDesc_Sulphur"    硫是一种高活性，非金属元素，通常在地下较丰富。通常的应用包括生产酸性化合物和可燃物。评估：特定载具模改的基本材料
    "Ency_Skyray"    燕子鱼
    "EncyDesc_Skyray"    燕子鱼有一个鸟形的头部，有羽毛翅膀让他可以飞翔。翅膀发现和水生鳐具有进化关系，然而，它们具有不同的的祖先燕子鱼常见盘旋于漂浮结构，很少冒险远离海洋它们栖息在干旱的土地上，但是靠近就会逃跑可能是以种子维生评估：发现它时可能表明附近具有旱地。
    "Ency_Rocket"    海王星逃脱火箭
    "EncyDesc_Rocket"    这个蓝图是在阿尔特拉总部开发的，专门让你离开和回到最近的位面门。它考虑到当地的重力，天文数据和可用资源并由驾驶。它由五个独立可构建的元素组成：发射平台：飘浮式平台为发射火箭提供了坚实的基础龙门架：提供结构支撑第节：主要推进器将火箭加速至可离开大气速度第节：次级推进器用於轨道上推进第节：驾驶舱警告：如果检测到本地威胁，载具上的将不会启动。
    "Rocket_ReadyForLaunch2"    发射准备已完成，等待发射指令
    "Rocket_LaunchCountdown"    倒计时……………………………………………………
    "Rocket_TimeCapsule"    丢弃时间胶囊
    "Rocket_Debris"    注意：接近小行星带
    "Rocket_DebrisClear"    轨道碎片区域视野清晰执行强力动力扭矩转换。
    "Rocket_Destination"    确认目的地坐标：最近的星际相位门。
    "Rocket_Thrusters"    准备接合推进器………………
    "Ency_CaptainCode"    高安全终端船长房间
    "EncyDesc_CaptainCode"    在彻底失去联系之前，阿尔特拉总部将一组蓝图上传到了极光的主计算机上。在舰长室里有一个最高安全的终端，位于机甲室后面，你将在那里找到蓝图。代码是。
    "Ency_CaptainPDA"    船长日志
    "EncyDesc_CaptainPDA"    加载程序：模拟外星生存规模：单人玩家地图：号资源：正常你的飞船坠毁在外星，这是个荒无人烟，被水覆盖的星球。一定是星际人贩子干的。这时，你应该首先做什么？搜寻坠毁点种植外星植物使用地形改造建立基地太棒了，这是个经验老到的星际探险者该做的事。过了几个小时，你获得了一些食物，下面你会吃什么来活下去。树根蟑螂鲸鱼卵虽然鲸鱼卵很有营养，但是它们的产卵速度无法保证稳定的食物来源，并且这让成年鲸鱼对你感到很生气。与这些鲸鱼作战向鲸鱼道歉接受命运顺其自然永远不要小看保护孩子的母亲，你的身体被撕成碎片，你身体中的所有原子将在另一个时机重组为另外一个生命体。是否继续？是否
    "SeaEmperor"    海皇利维坦
    "AlreadyUnlockedTooltip"    已收录
    "Sign_Aurora_Cabin_01"    一号舱
    "Sign_Aurora_Cabin_02"    二号舱
    "Sign_Aurora_Cabin_03"    三号舱
    "Sign_Aurora_Cabin_04"    四号舱
    "Sign_Aurora_Cabin_05"    五号舱
    "Sign_Aurora_Cabin_06"    六号舱
    "Sign_Aurora_Cabin_07"    七号舱
    "Sign_Aurora_Canteen"    餐厅
    "Sign_Aurora_Captains"    船长房间
    "Sign_Aurora_Supply"    补给
    "ExoHullModule1"    海虾号初级深潜模块
    "Tooltip_ExoHullModule1"    提高海虾号的安全下潜深度至米。效果无法叠加。
    "SmallStorageNotEmptyCantPickup"    无法拾取
    "LuggageBagNotEmptyCantPickup"    无法拾取
    "HintKeyboardQuickslots"    用数字键选择相应快捷栏。
    "HintGamepadQuickslots"    来选择快捷栏
    "Ency_Infection"    未知感染症状的样本
    "EncyDesc_Infection"    这种细菌显示出十分罕见的感染迹象。水泡是亮绿色的，围绕感染部位形成网状病理学表明这是一种能穿透皮肤的亲水性细菌有轻微的基因突变和加强攻击行为的潜在症状细菌不同于任何迄今为止人类已知的病原体，无法得到更进一步的资料警告传染性极强。尽量避免接触。在任何情况下都不要以感染生物为食。
    "AccessVehicleStorage"    访问载具控制终端
    "PackUp"    收集
    "Ency_JellyPDABreadcrumb"    环境日志
    "EncyDesc_JellyPDABreadcrumb"    用户“保罗·托加尔”要求在理想的栖息地建设条件下进行当地环境扫描。显示的结果。有多个入口的大型地下洞穴。存在大型掠食性生命体洞穴墙壁结构不稳定。—丰富的资源储备平均环境安全等级。栖息地安全等级。由于以下原因，第号地点已被选定为最佳基地建造点，原因如下靠近洞穴入口。与掠食性生物保持安全距离。地基较为稳定。资源和材料充足。已经创建了一个指示该地点的信号。
    "LargeFloater"    远古漂浮者
    "RadiationLeakPoint"    缺口
    "PrecursorLostRiverBrokenAnchor"    破损的电缆
    "PrecursorLostRiverLabRays"    鳐类标本
    "PrecursorLostRiverLabBones"    胸骨笼
    "PrecursorLostRiverLabEgg"    蛋
    "PrecursorLostRiverProductionLine"    传送带系统
    "PrecursorLostRiverWarperParts"    生物原件
    "HugeSkeleton"    生物遗骸
    "ReaperSkeleton"    死神利维坦遗骸
    "PrecursorPrisonOutposts"    外星建筑
    "AlreadyUnlockedTooltipFormat"    啛
    "EmptyStorageFormat"    啛
    "DrillResourceTooltipFormat"    啛
    "OptionLookUp"    向上看
    "OptionLookDown"    向下看
    "OptionLookLeft"    向左看
    "OptionLookRight"    向右看
    "RadioPowerOn"    无线电系统上线，正在广播紧急求救信号。
    "SayFarewell"    告别
    "DeconstructFormat"    解构
    "ConstructFormat"    建造
    "ConstructDeconstructFormat"    啛
    "HandReticleAddButtonFormat"    啛
    "VehicleStatusFormat"    耐久充能
    "VehicleStatusChargedFormat"    耐久满能量
    "DockedVehicleDepthWarning"    警告，停泊载具超过极限安全深度！
    "DataboxToolipFormat"    啛
    "DataboxAlreadyUnlockedToolipFormat"    已收录
    "DeadFormat"    死亡
    "DecomposingFormat"    啛
    "ObsidianChunk"    黑曜石块
    "Fiber"    纤维
    "Enamel"    搪瓷
    "PrecursorIonCrystalMatrix"    离子晶体矩阵
    "DrillableMercury"    水银
    "DrillableAluminiumOxide"    红宝石
    "PDA"    啛
    "ReinforcedGloves"    强化手套
    "BuildBot"    建造无人机
    "StasisSphere"    停滞空间
    "CompostCreepvine"    混合海藻快
    "ProcessUranium"    处理铀
    "DiveHatch"    潜水仓
    "EnyzmeCloud"    雾状酶
    "CyclopsFabricator"    工作台
    "CrashedShip"    极光号
    "Rockgrub"    沙虫
    "HoopfishSchool"    圈圈鱼群
    "RockPuncher"    击石者
    "SkyrayNonRoosting"    燕子鱼
    "WarperSpawner"    裂空者
    "ReefbackBaby"    幼年礁背鱼
    "SeaEmperorJuvenile"    少年海皇利维坦
    "BrainCoral"    脑珊瑚
    "MonsterSkeleton"    怪兽骨架
    "SeaDragonSkeleton"    海龙骨架
    "TimeCapsule"    时间胶囊
    "FoodFormat"    食物
    "WaterFormat"    水分
    "OxygenFormat"    氧气剩余
    "PickUpFormat"    捡起
    "PackUpFormat"    收起
    "CraftMultipleFormat"    啛
    "RequireMultipleFormat"    啛
    "Tooltip_ReefbackDNA"    礁背鱼
    "DamagedRadio"    损坏的无线电设备
    "ExoHullModule2"    海虾号高级深潜模块
    "Tooltip_ExoHullModule2"    提高海虾号的安全下潜深度至最大。效果无法叠加。
    "CyclopsUpgradesHealthPercentFormat"    啛
    "CyclopsUpgradesEnergyPercentFormat"    啛
    "DateFormat"    啛
    "LoadingFormat"    啛
    "LoadingOperationFormat"    啛
    "BlueprintFragmentProgressFormat"    啛
    "MapRoomPagesFormat"    啛
    "CreepvinePiece.TooltipIngredient"    啛
    "Quartz.TooltipIngredient"    啛
    "ScrapMetal.TooltipIngredient"    啛
    "CreepvineSeedCluster.TooltipIngredient"    啛
    "Salt.TooltipIngredient"    啛
    "CoralChunk.TooltipIngredient"    啛
    "Titanium.TooltipIngredient"    啛
    "Copper.TooltipIngredient"    啛
    "Silver.TooltipIngredient"    啛
    "WiringKit.TooltipIngredient"    啛
    "Gold.TooltipIngredient"    啛
    "ComputerChip.TooltipIngredient"    啛
    "TitaniumIngot.TooltipIngredient"    啛
    "Lithium.TooltipIngredient"    啛
    "StalkerTooth.TooltipIngredient"    啛
    "Glass.TooltipIngredient"    啛
    "Battery.TooltipIngredient"    啛
    "Silicone.TooltipIngredient"    啛
    "JeweledDiskPiece.TooltipIngredient"    啛
    "CopperWire.TooltipIngredient"    啛
    "WhiteMushroom.TooltipIngredient"    啛
    "HydrochloricAcid.TooltipIngredient"    啛
    "Benzene.TooltipIngredient"    啛
    "FiberMesh.TooltipIngredient"    啛
    "JellyPlant.TooltipIngredient"    啛
    "AluminumOxide.TooltipIngredient"    啛
    "MercuryOre.TooltipIngredient"    啛
    "BloodOil.TooltipIngredient"    啛
    "UraniniteCrystal.TooltipIngredient"    啛
    "Lead.TooltipIngredient"    啛
    "AcidMushroom.TooltipIngredient"    啛
    "Bladderfish.TooltipIngredient"    啛
    "AdvancedWiringKit.TooltipIngredient"    啛
    "AramidFibers.TooltipIngredient"    啛
    "Tank.TooltipIngredient"    啛
    "CrashPowder.TooltipIngredient"    啛
    "Lubricant.TooltipIngredient"    啛
    "PowerCell.TooltipIngredient"    啛
    "Magnetite.TooltipIngredient"    啛
    "Diamond.TooltipIngredient"    啛
    "Knife.TooltipIngredient"    啛
    "DoubleTank.TooltipIngredient"    啛
    "PlasteelIngot.TooltipIngredient"    啛
    "Fins.TooltipIngredient"    啛
    "PropulsionCannon.TooltipIngredient"    啛
    "PowerGlide.TooltipIngredient"    啛
    "ReefbackShell.TooltipIngredient"    啛
    "HullReinforcementModule.TooltipIngredient"    啛
    "ReefbackDNA.TooltipIngredient"    啛
    "ReefbackAdvancedStructure.TooltipIngredient"    啛
    "HullReinforcementModule2.TooltipIngredient"    啛
    "Polyaniline.TooltipIngredient"    啛
    "Aerogel.TooltipIngredient"    啛
    "CyclopsHullModule1.TooltipIngredient"    啛
    "Nickel.TooltipIngredient"    啛
    "EyesPlantSeed.TooltipIngredient"    啛
    "SeaCrownSeed.TooltipIngredient"    啛
    "TreeMushroomPiece.TooltipIngredient"    啛
    "RedGreenTentacleSeed.TooltipIngredient"    啛
    "KooshChunk.TooltipIngredient"    啛
    "Welder.TooltipIngredient"    啛
    "Sulphur.TooltipIngredient"    啛
    "Kyanite.TooltipIngredient"    啛
    "EnameledGlass.TooltipIngredient"    啛
    "VehicleHullModule1.TooltipIngredient"    啛
    "VehicleHullModule2.TooltipIngredient"    啛
    "GasPod.TooltipIngredient"    啛
    "PrecursorIonCrystal.TooltipIngredient"    啛
    "Bleach.TooltipIngredient"    啛
    "Peeper.TooltipIngredient"    啛
    "HoleFish.TooltipIngredient"    啛
    "GarryFish.TooltipIngredient"    啛
    "Reginald.TooltipIngredient"    啛
    "Hoverfish.TooltipIngredient"    啛
    "Spadefish.TooltipIngredient"    啛
    "Boomerang.TooltipIngredient"    啛
    "Eyeye.TooltipIngredient"    啛
    "Oculus.TooltipIngredient"    啛
    "Hoopfish.TooltipIngredient"    啛
    "Spinefish.TooltipIngredient"    啛
    "LavaEyeye.TooltipIngredient"    啛
    "LavaBoomerang.TooltipIngredient"    啛
    "ReactorRod.TooltipIngredient"    啛
    "CyclopsShieldModule.TooltipIngredient"    啛
    "PrecursorIonPowerCell.TooltipIngredient"    啛
    "FiberMesh.BlueprintsTab"    啛
    "Glass.BlueprintsTab"    啛
    "Titanium.BlueprintsTab"    啛
    "Silicone.BlueprintsTab"    啛
    "Bleach.BlueprintsTab"    啛
    "TitaniumIngot.BlueprintsTab"    啛
    "CopperWire.BlueprintsTab"    啛
    "WiringKit.BlueprintsTab"    啛
    "AdvancedWiringKit.BlueprintsTab"    啛
    "PlasteelIngot.BlueprintsTab"    啛
    "EnameledGlass.BlueprintsTab"    啛
    "PowerCell.BlueprintsTab"    啛
    "ComputerChip.BlueprintsTab"    啛
    "HydrochloricAcid.BlueprintsTab"    啛
    "Polyaniline.BlueprintsTab"    啛
    "AramidFibers.BlueprintsTab"    啛
    "Aerogel.BlueprintsTab"    啛
    "Nanowires.BlueprintsTab"    啛
